txn_id,timestamp,sender,receiver,amount,rail,device_hash,ip_subnet,dwell_time_seconds,is_structured,shared_hash,is_fraud
06b0d3a0-1acb-49cd-bc22-fbba104d9009,2026-08-12 09:45:44.661758,af4cf073,e5dc7b70,2011.0,UPI,DEV_LEGIT_03b827b8,192.168.181.0/24,27461,0,,0
5b1122fb-e397-4307-b14d-0d162a7e9553,2026-08-10 07:47:06.009930,c1593d88,2560d21c,837.33,UPI,DEV_LEGIT_812a11a0,192.168.255.0/24,167887,0,,0
3f447db8-63b6-4128-ba42-51896438c9af,2026-08-08 18:38:15.345188,9e46fd63,381ebc85,6178.77,BANK,DEV_LEGIT_cc9f3e1a,192.168.19.0/24,241459,0,,0
1dce3205-a0be-47f5-9e3a-b7200b4ed9b3,2026-08-25 06:56:36.246264,cd6ac9d2,538a3f0f,13180.43,WALLET,DEV_LEGIT_94a8562a,192.168.33.0/24,370345,0,,0
1545814f-1793-46a9-b1ea-4dea5399418d,2026-08-16 23:47:42.423978,d58a771a,87aeaeb8,192.51,UPI,DEV_LEGIT_9cefc82c,192.168.3.0/24,262318,0,,0
07383c42-9400-4f46-a7af-f2c2a77e46a9,2026-08-27 17:12:31.251689,962085cf,ea3d58eb,1663.3,WALLET,DEV_LEGIT_0ab77cd9,192.168.155.0/24,131564,0,,0
58db626d-1213-4af9-8a41-ab2d57fbbae7,2026-08-20 18:29:54.847372,82df05a5,fbb87858,8563.6,WALLET,DEV_LEGIT_4d6e5a8b,192.168.131.0/24,383456,1,,0
f00532a4-746d-4b25-bb52-d82c65d72d8c,2026-08-11 10:45:00.659457,0eae8339,5b23e14a,20175.93,WALLET,DEV_LEGIT_a6fef08f,192.168.219.0/24,80905,0,,0
c0d1c17e-811d-4292-be36-60f7b1d2a1ef,2026-08-23 00:44:20.632036,509e5859,1b6da56a,8795.52,BANK,DEV_LEGIT_4fc50d7a,192.168.138.0/24,969,1,,1
78ca9c4e-ae11-43f2-a511-17f67e55e239,2026-08-20 15:04:41.107536,1dbc9ec4,cd6ac9d2,6597.31,UPI,DEV_LEGIT_b643c07d,192.168.154.0/24,183356,0,,0
daca672e-db52-4dfa-86c1-521257afafed,2026-08-09 06:03:42.267122,e1e704bb,a9ec9530,955.79,WALLET,DEV_LEGIT_9e401f3f,192.168.173.0/24,376529,0,,0
38a4f194-379d-4e6d-bac3-3b6ab8d37db7,2026-07-31 21:24:01.793705,3774198e,a0971db1,1768.32,WALLET,DEV_LEGIT_9bdd3ebe,192.168.79.0/24,180609,0,,0
2e0c9db6-b938-427a-8150-f0cf8cd6889a,2026-08-04 21:40:04.211917,465fde3f,722ac46a,341.22,UPI,DEV_LEGIT_2ddd547c,192.168.145.0/24,120463,0,,0
91148c86-b31c-4342-a927-77398e9521c5,2026-08-17 07:34:00.952104,790e4caf,8a98ef15,123.03,WALLET,DEV_MULE_f038d8,10.0.6.0/24,24395,0,,0
0903dc94-7ff0-4ce1-bd81-f08157655e30,2026-07-29 12:47:46.531506,d9edba35,9400de6c,6430.72,UPI,DEV_LEGIT_855ae1f8,192.168.64.0/24,5349,0,,0
1fb79cd0-03a4-424f-a767-54b629096387,2026-08-27 19:02:23.008099,6a6da10b,9e46fd63,1558.57,UPI,DEV_LEGIT_4c7d00f8,192.168.203.0/24,245193,0,,0
7dce7b30-3bae-4e6f-914b-10496bb695eb,2026-08-23 06:36:08.186591,1dbc9ec4,07812263,2393.75,UPI,DEV_LEGIT_b643c07d,192.168.154.0/24,13769,0,,0
985858d6-7f77-432d-bf01-fae99da137f0,2026-08-02 02:44:08.040221,f0f5a7cd,96e7c8e0,1432.83,WALLET,DEV_LEGIT_170d68d8,192.168.151.0/24,390124,0,,0
856465aa-4780-4e0c-b9a2-9eb936a4277e,2026-08-07 10:08:07.891018,c6d4b1e6,7b3dd9fb,970.78,WALLET,DEV_LEGIT_d58c7067,192.168.197.0/24,105484,0,,0
98d4b7ce-448a-4692-8370-d0b38c5aaa37,2026-07-30 14:01:34.864363,0e3483f1,be1ac5d3,3348.73,BANK,DEV_LEGIT_0b50aff0,192.168.1.0/24,33020,0,,0
d407a370-f4f2-4fec-80b7-5c373db26d2b,2026-08-20 13:06:08.592278,8e8c07ce,0cbc15b2,4151.91,BANK,DEV_LEGIT_4d2b087d,192.168.94.0/24,156858,0,,0
a0422f8e-87b9-43b1-9daa-a41d7e9d399c,2026-08-25 09:38:44.218747,562307b5,722ac46a,5236.61,WALLET,DEV_LEGIT_d6c7e7a5,192.168.55.0/24,187162,0,,0
1b894fe1-a68e-44e0-8a8e-5003691c7dd2,2026-08-07 23:55:46.398933,e35bfef7,aee95a10,444.12,BANK,DEV_LEGIT_dfd20b32,192.168.98.0/24,247333,0,,0
fdc32573-a1f7-4e81-9128-dbbc0cd7eec1,2026-08-08 02:18:48.393669,c7760bea,56f15128,7481.53,UPI,DEV_LEGIT_7cacc2ae,192.168.115.0/24,246850,0,,0
0777e2c8-3f3c-4738-a67b-7655b2991a89,2026-08-12 22:12:36.459082,3b401b2c,078e7f33,1980.22,BANK,DEV_LEGIT_530fb629,192.168.221.0/24,42424,0,,0
77a12b60-1922-4a11-a100-0e991280bb44,2026-08-07 16:55:24.065159,7a9704b1,a0246891,1766.4,UPI,DEV_LEGIT_71cbf1ae,192.168.98.0/24,313476,0,,0
66d9cf36-1bf5-4b1e-8806-4babd6ef5f7c,2026-08-11 19:31:19.526147,a9ec9530,96e7c8e0,1446.62,UPI,DEV_LEGIT_66879688,192.168.243.0/24,418640,0,,0
33e8c2e6-676a-4b2e-ac7a-1deadaab16b6,2026-08-09 05:35:08.253383,eee686a8,70bc1fb6,12576.18,BANK,DEV_LEGIT_61a1daf9,192.168.19.0/24,77179,0,,0
1dd8b38a-4063-4742-8169-c0ef92b8912f,2026-08-15 21:58:17.672197,5f17d90d,336243c6,775.87,UPI,DEV_LEGIT_af0ad2a5,192.168.157.0/24,210021,0,,0
8f1dd41c-29cb-4873-811e-eb5cd6fe70f1,2026-08-26 12:06:35.274785,31266a78,d057f0af,65990.21,BANK,DEV_MULE_35b9a6,10.0.9.0/24,81,0,CORR_563aac16,1
e01cf848-dd63-42b9-bac4-952ded0e9e62,2026-08-27 17:14:00.764826,3664992f,eee686a8,13941.96,UPI,DEV_LEGIT_e8e2cf2b,192.168.31.0/24,393875,0,,0
a9daa386-ec8b-45d5-a8c0-fae57ec73193,2026-07-30 14:35:45.705956,962085cf,60fb2c0f,168.92,BANK,DEV_LEGIT_0ab77cd9,192.168.155.0/24,368021,0,,0
64141c96-c24b-4e0a-a11d-e51b863ac90c,2026-08-16 14:49:30.328775,6d8f9306,37da0dea,32341.25,UPI,DEV_LEGIT_6b73b942,192.168.134.0/24,9445,0,,0
d5e53d45-3c1a-4620-a5d6-460d00e8d09c,2026-08-19 17:05:40.804870,9ab47beb,e9dc90f0,5912.37,BANK,DEV_LEGIT_75ce733b,192.168.103.0/24,256773,0,,0
b4e57182-2848-4d3b-ae97-d3c516969168,2026-08-04 10:14:13.800488,323924d3,5debd0ac,3866.06,WALLET,DEV_LEGIT_fe139af6,192.168.170.0/24,93432,0,,0
3008b5fb-a9df-4e46-bd78-44c62d2417c4,2026-08-18 08:18:46.532376,9a254bc7,02495f79,1261.67,UPI,DEV_LEGIT_4781f3cd,192.168.215.0/24,75580,0,,0
403ff765-c0a9-45f9-828e-165448801066,2026-08-08 16:14:58.213230,26f765ae,9e46fd63,5163.76,BANK,DEV_LEGIT_01e193a6,192.168.185.0/24,251094,0,,0
554e1fd1-c05e-4492-a4b9-a0c817d7e260,2026-08-20 08:37:04.216738,0eae8339,188d2e25,651.55,BANK,DEV_LEGIT_a6fef08f,192.168.219.0/24,87023,0,,0
582f69f9-d22a-48f3-bda3-8b88f1a6df3b,2026-08-21 22:31:43.893873,60fb2c0f,893a004a,4583.36,WALLET,DEV_LEGIT_ef346e13,192.168.240.0/24,67255,0,,0
9d419dae-9c76-4070-af4d-1ca3187effe4,2026-08-16 01:46:37.704303,b05219d8,9a254bc7,4038.41,WALLET,DEV_LEGIT_43d88a99,192.168.250.0/24,273755,0,,0
c24f53c2-6825-48b5-8a8e-84775d4ad866,2026-08-16 07:42:15.928213,6d692953,d5bf5fa0,1615.88,WALLET,DEV_LEGIT_2309ca66,192.168.126.0/24,332495,0,,0
3f6c2c3e-0c91-4e70-b9fd-50b273af4ef7,2026-08-03 06:38:48.148924,421ae4ab,caec7563,4710.71,BANK,DEV_LEGIT_91d80ed3,192.168.189.0/24,420260,0,,0
d1b7429f-1da5-48e3-90d8-28770f7ca26f,2026-08-02 13:28:50.941530,3664992f,b9ab3060,24294.44,BANK,DEV_LEGIT_e8e2cf2b,192.168.31.0/24,286678,0,,0
a8ec3806-b070-4517-aa6f-eac8cc0189d2,2026-08-14 22:57:44.070663,3b4c8bd8,f71e13d7,553.98,UPI,DEV_LEGIT_42dbead3,192.168.57.0/24,87337,0,,0
d416fffd-6461-436f-b21c-6eaae0fd1062,2026-08-03 08:46:09.348472,3774198e,c6d4b1e6,4797.48,WALLET,DEV_LEGIT_9bdd3ebe,192.168.79.0/24,210727,0,,0
4fed28f7-9934-4534-9296-b71fdeb4aacc,2026-07-31 00:02:49.841710,a5f778c0,c4064e1f,1549.38,UPI,DEV_LEGIT_ae7110bf,192.168.190.0/24,64676,0,,0
9725d3bc-c0ee-4e91-9ab6-75c2782bbda5,2026-08-21 08:29:40.432332,67d9da38,b75914c4,282.91,BANK,DEV_LEGIT_aa8cb8dd,192.168.201.0/24,346799,0,,0
facab5ba-716e-46d6-af68-d21b8a2cbe10,2026-08-17 19:21:58.921413,f71e13d7,26f765ae,228.17,UPI,DEV_LEGIT_d90d1bac,192.168.42.0/24,403206,0,,0
cf5a360b-cf61-436f-8cd8-50802c3904d0,2026-08-06 17:10:43.242120,3b401b2c,bf6a52a0,6186.54,BANK,DEV_LEGIT_530fb629,192.168.221.0/24,146186,0,,0
7e1b2f3d-d73b-43ea-9a99-d496997757eb,2026-08-23 20:57:55.250983,9400de6c,f0f5a7cd,500.65,UPI,DEV_LEGIT_181410bf,192.168.194.0/24,6071,0,,0
01d23a89-9d53-4e43-8001-6e3da3ceaed0,2026-08-07 15:31:07.861528,01f494d4,cc979396,825.51,UPI,DEV_LEGIT_a7b55d11,192.168.55.0/24,347561,0,,0
59d6372b-a1cd-4ff7-9ef8-2bb5187395a0,2026-08-25 07:42:59.090988,81faacd9,0cbc15b2,2998.46,BANK,DEV_LEGIT_303c1bae,192.168.164.0/24,429759,0,,0
dadcad10-62b9-4fcb-a8d5-067789117434,2026-08-22 07:57:27.061364,0eae8339,57de99e4,3371.85,UPI,DEV_LEGIT_a6fef08f,192.168.219.0/24,19478,0,,0
784a35ed-8704-4211-a43f-8ff42e1369a4,2026-07-31 11:34:17.268544,eb2bfcfe,0316c600,1814.88,UPI,DEV_LEGIT_23e26877,192.168.77.0/24,183404,0,,0
8a1e84ec-7165-4afe-b972-e7767cd1009a,2026-08-08 11:22:58.699267,cc979396,0af3737d,2593.0,BANK,DEV_LEGIT_c333927f,192.168.122.0/24,152558,0,,0
b40113ba-1c6a-4e2c-9eb7-8815b9d38116,2026-08-13 12:54:35.516218,5debd0ac,323924d3,1051.17,WALLET,DEV_LEGIT_934ceeea,192.168.138.0/24,345436,0,,0
d8547cf3-52ad-4a06-ac68-a485e98b57ee,2026-08-16 18:27:39.390414,812cff84,bad1839b,5004.62,UPI,DEV_LEGIT_f220e153,192.168.104.0/24,102132,0,,0
6b20781c-6db2-4f6f-8c3b-b7ce652047e4,2026-08-20 01:16:11.948840,db80d4f1,0a84fde8,748.81,WALLET,DEV_LEGIT_5524fe59,192.168.137.0/24,297005,0,,0
109af5ae-9895-42bd-b884-957ef0092b8f,2026-08-16 21:27:25.825772,aee95a10,e35bfef7,7152.61,UPI,DEV_LEGIT_827c0b8c,192.168.7.0/24,208525,0,,0
edb6a745-9633-4bde-95a2-8aa2a4830fb0,2026-08-09 02:56:44.904882,a77327c3,7a082282,585.6,UPI,DEV_LEGIT_16f90d1c,192.168.16.0/24,31597,0,,0
82fe2491-7d82-4c27-b6e1-f3cf5276f479,2026-08-06 23:04:42.185097,4a4ccc2f,e35bfef7,3285.56,BANK,DEV_LEGIT_bbb1a565,192.168.25.0/24,325220,0,,0
2979c9fa-37ea-48f7-8d8e-0bedfefae55a,2026-07-30 12:09:16.544950,a0971db1,562307b5,2849.74,WALLET,DEV_LEGIT_0bef5a9c,192.168.49.0/24,25080,0,,0
0836b0ee-337e-4731-9685-5d4347efb840,2026-08-06 13:49:55.053979,381ebc85,7a917f1f,41980.13,WALLET,DEV_LEGIT_350b3c75,192.168.192.0/24,100927,0,,0
0d803428-ca51-42cd-b5fe-15dd681e4b55,2026-08-22 16:27:47.425146,595ea445,364ccc9c,277.09,WALLET,DEV_MULE_35b9a6,10.0.9.0/24,37113,0,,0
0b522a85-6cc7-4e19-80d6-a660fc36061c,2026-08-27 04:33:43.082016,67615fff,5bc13b53,4371.0,UPI,DEV_LEGIT_18e9a34c,192.168.69.0/24,189579,0,,0
cc58b75c-3317-4bae-950a-abc620db1553,2026-08-16 10:53:53.337962,09cd0501,7d568964,1790.83,BANK,DEV_LEGIT_b649e1dc,192.168.78.0/24,155257,0,,0
02b28f41-5acc-493b-9716-32c2a6d0951b,2026-08-15 15:19:13.114959,c3bd8147,b2271b29,2184.87,WALLET,DEV_LEGIT_faa8533b,192.168.40.0/24,60952,0,,0
6ca6f739-e36e-4062-a800-bbc7722fb915,2026-08-05 02:51:06.065566,3b4c8bd8,7a9704b1,11579.67,BANK,DEV_LEGIT_42dbead3,192.168.57.0/24,183845,0,,0
ce5f06ea-cfe2-42c6-8818-31c23c3b103b,2026-08-17 09:04:34.444167,1dbc9ec4,6c0ade91,5293.48,UPI,DEV_LEGIT_b643c07d,192.168.154.0/24,358173,0,,0
bdf5575a-768d-4743-b588-8b130f3bd9c6,2026-08-16 22:27:09.952104,6d672ead,9a9baa2f,345.9,WALLET,DEV_MULE_91e76c,10.0.8.0/24,22844,0,,0
91bf9686-9f2f-4845-96e9-cf31a248b2a3,2026-08-17 23:30:13.627952,0eec733a,e35bfef7,874.05,UPI,DEV_LEGIT_4931f7be,192.168.153.0/24,134023,0,,0
5ec90634-1878-4b9d-b32e-4db3befd1c8e,2026-08-26 00:14:56.653470,801d500f,b75914c4,9247.78,UPI,DEV_LEGIT_69842de3,192.168.98.0/24,92852,1,,0
8e3bd18a-d142-4b75-971e-87925af9bc2f,2026-08-10 04:04:30.355006,099a2f45,8b6a7376,727.83,UPI,DEV_LEGIT_bb9eae5d,192.168.13.0/24,392565,0,,0
a09d9812-07a9-49ac-961f-adbd5a57e7df,2026-08-25 15:12:41.040312,b4979524,e3e905e6,2447.17,UPI,DEV_LEGIT_297e631e,192.168.195.0/24,206831,0,,0
710fb8fe-62bf-430b-8242-5873b60a3de0,2026-08-06 04:17:38.317812,b2271b29,a0246891,2087.03,BANK,DEV_LEGIT_0cc270b2,192.168.120.0/24,338109,0,,0
a8098a02-21dc-4ed4-8549-0bbfee4f5565,2026-08-09 00:46:01.440773,82df05a5,9039c474,292.16,WALLET,DEV_LEGIT_4d6e5a8b,192.168.131.0/24,360446,0,,0
097a4af6-77c8-4a7f-abe0-2b186b2aa3a9,2026-07-31 14:02:44.111994,0af3737d,8480aa61,888.14,UPI,DEV_LEGIT_97fbbeac,192.168.219.0/24,103467,0,,0
2bc168f8-bd0f-4304-8be1-738e509b05f5,2026-08-22 23:08:59.773470,fbb87858,0af3737d,2495.67,BANK,DEV_LEGIT_b7ebab7c,192.168.34.0/24,155529,0,,0
e577e45c-51b0-46b0-8ac0-c55f2034f0bb,2026-07-31 07:22:31.157145,5337f0f8,0af3737d,385.83,BANK,DEV_LEGIT_c2a488ab,192.168.175.0/24,232934,0,,0
fcd7610c-b57d-45bb-8c52-ed0642101c09,2026-08-12 10:18:56.490649,364ccc9c,db80d4f1,2065.46,WALLET,DEV_LEGIT_75a5ae8e,192.168.64.0/24,213686,0,,0
0c6d0168-c192-47b8-a17c-f549613dc4e1,2026-08-28 07:58:08.658466,ac843e97,eb2bfcfe,1575.66,UPI,DEV_LEGIT_426df731,192.168.103.0/24,26604,0,,0
89dc1f85-cf03-4d28-b8d1-8b3b00290269,2026-08-12 02:13:18.796954,529ae334,e1e704bb,170.01,UPI,DEV_LEGIT_3aaf77df,192.168.227.0/24,214758,0,,0
e72a0e12-8487-479a-b4bf-554c771eafcf,2026-08-07 03:18:29.692262,f3f0c3a3,465fde3f,3868.15,UPI,DEV_LEGIT_7d550ca4,192.168.118.0/24,326136,0,,0
a3333def-3fea-4515-9d0d-b106a2eccb11,2026-08-10 22:04:58.907068,5f552001,01f494d4,2049.25,BANK,DEV_LEGIT_a6ab0c64,192.168.51.0/24,312732,0,,0
c44e3e50-60da-42f8-bd3f-2dcc00769d57,2026-08-02 19:30:35.549844,e323daef,e9dc90f0,3277.44,UPI,DEV_LEGIT_4df8a312,192.168.211.0/24,421711,0,,0
164a3bb4-a11f-4612-973e-906e06abbda9,2026-08-09 03:54:18.486264,82df05a5,0a84fde8,3189.58,BANK,DEV_LEGIT_4d6e5a8b,192.168.131.0/24,383608,0,,0
3c3afb1b-d4dc-47e7-891b-db99ca150a3b,2026-08-11 19:51:56.375391,57983c44,5337f0f8,1687.72,BANK,DEV_LEGIT_5f5f21e7,192.168.151.0/24,196276,0,,0
b02bb3fe-7000-4720-abf4-769caf277b21,2026-08-06 21:52:03.060885,77982a33,e4b95d50,754.34,BANK,DEV_LEGIT_ae2408d6,192.168.155.0/24,85262,0,,0
429b8ec5-6ba2-48b7-9973-2466a3ad7e17,2026-08-21 22:08:09.239568,3b401b2c,eee686a8,2283.65,BANK,DEV_LEGIT_530fb629,192.168.221.0/24,366517,0,,0
d3e80645-5309-4c38-8235-73a9533da776,2026-08-17 11:33:14.470426,562307b5,4a4ccc2f,341.33,BANK,DEV_LEGIT_d6c7e7a5,192.168.55.0/24,228935,0,,0
bf78f3c2-57ab-4bcc-95f9-f458cced37b7,2026-08-22 06:50:31.763263,be1ac5d3,38dfc8fe,974.32,UPI,DEV_LEGIT_0a6fd839,192.168.205.0/24,88583,0,,0
a1ffc5c9-74f1-4924-aeaa-fc734b0bdc96,2026-08-05 00:42:27.234361,48dcdcc1,fd0f8b19,4277.19,WALLET,DEV_LEGIT_a3d161a4,192.168.160.0/24,23155,0,,0
1cef9ddc-4e30-4311-9f3b-b84f32a2249c,2026-08-10 07:15:47.814295,8e8c07ce,2560d21c,3225.03,UPI,DEV_LEGIT_4d2b087d,192.168.94.0/24,349147,0,,0
c4ab56c0-e1e8-4aa7-8646-099e1b7e6955,2026-08-22 02:32:44.282537,285a73bf,02f9e62c,4120.07,BANK,DEV_LEGIT_3bd7c1df,192.168.12.0/24,286909,0,,0
292f142c-2fea-4cc0-9213-e55d4865fbc1,2026-08-05 00:42:14.378629,465fde3f,01f494d4,861.63,UPI,DEV_LEGIT_2ddd547c,192.168.145.0/24,263282,0,,0
f932853a-b190-4979-92e0-2c33c89b7e70,2026-08-25 21:17:06.311988,c17cd1b9,336243c6,981.36,BANK,DEV_LEGIT_d63e1922,192.168.241.0/24,330844,0,,0
c6f522fc-6012-4839-a87c-7405912f4802,2026-08-05 11:12:42.066600,37da0dea,c63f1b71,8711.25,BANK,DEV_LEGIT_dd1a62e4,192.168.250.0/24,404532,1,,0
4bb25951-0861-4dab-bd24-116f6a81818a,2026-08-07 19:38:14.837519,ea3d58eb,6c2a5a56,2282.13,BANK,DEV_LEGIT_d8ee8377,192.168.90.0/24,310425,0,,0
2935d96a-e793-478f-8fab-3d87c9367d50,2026-08-17 13:03:32.935670,509e5859,5f17d90d,571.32,UPI,DEV_LEGIT_4fc50d7a,192.168.138.0/24,153036,0,,0
5c09cdee-ebd2-42f3-94bc-aaddbdbb86de,2026-08-20 23:05:45.242158,ac0ed040,33ac3327,1369.83,UPI,DEV_LEGIT_f96aafcd,192.168.85.0/24,43564,0,,0
b170520f-dcb4-4b54-9f7c-6fc4e487f6ea,2026-08-20 09:45:35.453762,592d76cb,962085cf,5028.93,UPI,DEV_LEGIT_d6041f27,192.168.68.0/24,334255,0,,0
597f66b9-f8b0-4466-b9b4-2af437928834,2026-08-14 23:49:08.365099,e0eae72c,b465d87a,22160.12,BANK,DEV_LEGIT_2c29eeff,192.168.213.0/24,135672,0,,0
a6d66c52-bc7c-4c86-b7d8-6e628becbb25,2026-08-04 17:29:38.308352,b1db5c93,568e00e3,1370.54,UPI,DEV_LEGIT_db081b2b,192.168.15.0/24,46879,0,,0
b9d6cda3-f34e-474f-b134-106d16b03e1d,2026-08-11 16:08:49.199956,336243c6,e9dc90f0,2053.03,BANK,DEV_LEGIT_9be4e73f,192.168.108.0/24,296690,0,,0
097587ba-a395-48b1-a744-b989db60b08f,2026-08-09 16:46:42.247266,4a4ccc2f,285a73bf,6131.49,BANK,DEV_LEGIT_bbb1a565,192.168.25.0/24,266669,0,,0
ddc0d906-2a45-4a88-ac42-a757dc72f3cb,2026-08-26 06:31:24.355888,67d9da38,65de581d,1909.49,BANK,DEV_LEGIT_aa8cb8dd,192.168.201.0/24,399068,0,,0
d999feea-1534-4df7-aa1a-51f0c18ba335,2026-08-22 00:49:50.200811,0e3483f1,9e46fd63,16965.37,BANK,DEV_LEGIT_0b50aff0,192.168.1.0/24,142729,0,,0
d5c04e86-a644-4e20-8469-e6f5798794b0,2026-08-27 23:39:42.683722,8e8c07ce,2ae8bf6e,453.05,UPI,DEV_LEGIT_4d2b087d,192.168.94.0/24,188141,0,,0
919dd370-cbb9-4aea-801a-53c88a278e31,2026-07-30 08:51:44.453180,33eda613,a0246891,2225.68,UPI,DEV_LEGIT_d13eaa0f,192.168.43.0/24,197614,0,,0
9c6af57a-5463-49bb-9db3-59f50b13dad6,2026-08-04 07:09:54.269861,6c0ade91,cc979396,2111.31,UPI,DEV_LEGIT_2765357d,192.168.11.0/24,233325,0,,0
78407664-a2e0-490b-9afe-4c736ef7ccfe,2026-08-18 08:28:17.565287,fbb87858,67d9da38,297.74,UPI,DEV_LEGIT_b7ebab7c,192.168.34.0/24,362578,0,,0
9d1e46c2-7f12-4ab8-be5d-d51d1d28fca9,2026-08-25 06:35:24.498335,1dbc9ec4,81458f5a,297.18,UPI,DEV_LEGIT_b643c07d,192.168.154.0/24,120205,0,,0
70c13729-4c57-4d66-a061-9c2cdae00160,2026-08-21 01:59:41.593905,edbfc17e,562854d2,1002.28,BANK,DEV_LEGIT_99120801,192.168.225.0/24,400311,0,,0
b002926a-4a82-434a-a0b7-09ad14992a28,2026-08-05 15:52:53.462087,d390079d,e5dc7b70,1031.49,UPI,DEV_LEGIT_65f11e15,192.168.28.0/24,399493,0,,0
687c6406-fc1f-4f25-bd9d-fe1713fb4dae,2026-08-23 15:24:43.941618,9039c474,af4cf073,5852.53,BANK,DEV_LEGIT_5563fa5a,192.168.251.0/24,360114,0,,0
633277bb-6c42-4e6e-8465-5186176e8af3,2026-08-25 09:59:07.810771,537d05b4,421ae4ab,192.79,UPI,DEV_MULE_d5e8b1,10.0.8.0/24,39329,0,,0
b86b5d7b-d2b6-426b-a0d1-1ea98a4e54f1,2026-08-23 22:47:37.724743,9e46fd63,2ed91498,963.45,BANK,DEV_LEGIT_cc9f3e1a,192.168.19.0/24,19795,0,,0
f98a7790-0a86-4b23-9f26-b94c0b9f9ecd,2026-08-25 06:11:24.030459,3272451d,e35bfef7,699.72,UPI,DEV_MULE_3a0a25,10.0.10.0/24,25894,0,,0
e242e257-cfc4-41c3-8eeb-adde95be0ec3,2026-08-17 21:57:37.127267,02495f79,b4fd6cd1,6582.82,UPI,DEV_LEGIT_30126ded,192.168.163.0/24,236453,0,,0
e0925d90-296a-4e35-9a99-fac985dbc732,2026-08-13 20:53:03.628644,099a2f45,812cff84,1357.34,UPI,DEV_LEGIT_bb9eae5d,192.168.13.0/24,394797,0,,0
209ab611-3522-4a78-8c34-a3461e88aa5e,2026-08-17 06:49:58.132613,0cbc15b2,d390079d,1781.67,UPI,DEV_LEGIT_e6e6dc8a,192.168.15.0/24,324399,0,,0
ed363558-0b9c-4d6c-b2ca-49ccfbcdf528,2026-08-20 11:27:06.116566,3774198e,caec7563,286.38,BANK,DEV_LEGIT_9bdd3ebe,192.168.79.0/24,137276,0,,0
3898b3f5-8959-4d7e-977b-ee121384c4f0,2026-08-02 04:20:55.420888,af4cf073,be1ac5d3,654.86,BANK,DEV_LEGIT_03b827b8,192.168.181.0/24,113576,0,,0
dd81004c-0465-4336-a493-e2957be51c9e,2026-08-19 11:35:43.680488,56f15128,640767ec,5130.65,BANK,DEV_LEGIT_7aef0e2d,192.168.225.0/24,86401,0,,0
00dffdda-720a-40ce-87d0-d4a33b1dd752,2026-08-09 16:11:34.821262,6a6da10b,b05219d8,17299.44,UPI,DEV_LEGIT_4c7d00f8,192.168.203.0/24,210999,0,,0
e1000dc5-ea37-43f1-9800-b2c19270fac8,2026-08-23 04:58:20.073531,d9edba35,4af98049,2642.89,UPI,DEV_LEGIT_855ae1f8,192.168.64.0/24,174350,0,,0
2ed75fde-1753-45b1-a085-52427e4f9327,2026-08-15 11:49:00.036621,01f494d4,384959a0,1943.22,BANK,DEV_LEGIT_a7b55d11,192.168.55.0/24,175288,0,,0
a0d1fd00-16f3-4554-b164-ac434744f9f7,2026-08-10 07:39:50.903279,c1593d88,fcd43191,701.2,WALLET,DEV_LEGIT_812a11a0,192.168.255.0/24,47876,0,,0
047f210a-7864-4b87-a90c-3d120d997e04,2026-08-05 06:07:40.916376,364ccc9c,562854d2,634.25,UPI,DEV_LEGIT_75a5ae8e,192.168.64.0/24,123009,0,,0
60d4c18b-3c18-4d4b-a415-f5e7051d2c32,2026-08-10 21:11:14.446363,c4064e1f,5f17d90d,1050.99,BANK,DEV_LEGIT_64fe4283,192.168.138.0/24,52264,0,,0
64ef8991-2e83-4757-962a-b2fdbbb0f2cb,2026-08-16 14:56:58.344370,9e941eea,3e3f490d,1635.23,UPI,DEV_LEGIT_eb5e12c2,192.168.213.0/24,299766,0,,0
0f15af43-f2b6-4c89-89e4-dcd11917d3cd,2026-08-13 18:36:30.059597,4a4ccc2f,0af3737d,3018.86,UPI,DEV_LEGIT_bbb1a565,192.168.25.0/24,322446,0,,0
308c1cf9-b8d2-4e2a-b397-4a1cc6505cf8,2026-08-18 22:32:30.547237,962085cf,0e3483f1,7910.83,BANK,DEV_LEGIT_0ab77cd9,192.168.155.0/24,217131,0,,0
5dcc65f9-0ec7-4ba5-bbbd-52deca38fedb,2026-07-30 12:17:19.080687,ac0ed040,e4b95d50,42568.02,WALLET,DEV_LEGIT_f96aafcd,192.168.85.0/24,4366,0,,0
399baaf1-2c20-49b5-86d3-aab5db26c2fc,2026-08-23 20:56:29.583766,02495f79,a0971db1,2036.93,UPI,DEV_LEGIT_30126ded,192.168.163.0/24,171494,0,,0
b53af047-b202-42b5-b243-1cdd88111145,2026-08-03 23:15:31.099806,c9bb2bef,b4fd6cd1,11058.53,UPI,DEV_LEGIT_2c186566,192.168.72.0/24,397262,0,,0
3c52c6c9-bb1c-4d1c-ae75-f87e8c1a4fd4,2026-08-02 10:03:36.701166,8a98ef15,3664992f,1778.99,UPI,DEV_LEGIT_b3a4f7e9,192.168.238.0/24,35178,0,,0
ec81fa43-9031-44ab-bcd6-56fc075dda28,2026-08-04 17:37:12.305313,33ac3327,962085cf,22288.75,UPI,DEV_LEGIT_fbc68253,192.168.77.0/24,342462,0,,0
7011176e-1be7-41b0-9146-8dba4a439fee,2026-08-05 13:35:35.172384,d0baedda,3b401b2c,896.15,WALLET,DEV_LEGIT_8bdba70e,192.168.50.0/24,202838,0,,0
