session_id,event_id,agent_id,developer_id,consent_id,consent_type,max_amount,allowed_merchant_categories,time_window_start,time_window_end,token_id,nonce,task_id,token_context_hash,event_context_hash,issued_at,used_at,merchant_id,merchant_category,amount,currency,device_fingerprint,ip_address,geo_label,geo_lat,geo_lon,channel,label,drift_profile,pair_id
sess_cb4e54c0c1b8,evt_e4f2b6f155f9,agent_openai_shopgpt,dev_openai,consent_c7845577c8d9,recurring,210.97,apparel;home_goods,2026-08-10T01:00:00+00:00,2026-08-17T01:00:00+00:00,tok_104dd7a6ddea,a71663721c164b2f948552b055aded56,task_037fd329d1eb,7409b2a224fa91f91aad0c5eada843113fa62e34ac419bd91fa753ff1e295615,7409b2a224fa91f91aad0c5eada843113fa62e34ac419bd91fa753ff1e295615,2026-08-10T01:08:00+00:00,2026-08-14T01:54:32.573377+00:00,merch_zara,apparel,124.03,USD,dev_bcda34249231,4.179.176.220,"New York,US",40.7128,-74.006,agent-app,T1,device_spoofed,sess_cb4e54c0c1b8
sess_947a47dca591,evt_5bf16d0cad1e,agent_manus_auto,dev_manus_inc,consent_cd557a8ae13c,recurring,411.14,travel,2026-08-10T07:00:00+00:00,2026-08-10T08:00:00+00:00,tok_01e16383a9f2,53eb763fc11e42838202b01eecb13713,task_947232e76431,71ecc56be09fb19572f45de361b86aef65962354b68c3271162b0ab37d4301dd,71ecc56be09fb19572f45de361b86aef65962354b68c3271162b0ab37d4301dd,2026-08-10T07:23:00+00:00,2026-08-10T07:24:30+00:00,merch_expedia,travel,279.92,USD,dev_c999f05bb870,160.130.167.209,"Paris,FR",48.8566,2.3522,agent-app,legitimate,n/a,sess_947a47dca591
sess_fb5e669faba8,evt_1619f7e1adab,agent_amazon_rufus,dev_amazon,consent_4ae92fd8512a,single-use,264.92,apparel;home_goods,2026-08-06T23:00:00+00:00,2026-08-07T00:00:00+00:00,tok_523be84819d1,9997ddddbd10486998e48b0cefca8cda,task_97dff1eb3e6d,fbbe23336be23fe2b17d6880a45cd4163c83eef9de2c92fc1651850c14e9f5b2,fbbe23336be23fe2b17d6880a45cd4163c83eef9de2c92fc1651850c14e9f5b2,2026-08-06T23:27:00+00:00,2026-08-06T23:42:06.889475+00:00,merch_uniqlo,apparel,9.51,EUR,dev_2c56be3c6069,183.208.115.51,"San Francisco,US",37.7749,-122.4194,agent-to-agent,legitimate,n/a,sess_fb5e669faba8
sess_18b3b689d15f,evt_a0fad82c6cb1,agent_amazon_rufus,dev_amazon,consent_4ea1074b9916,recurring,694.65,electronics,2026-08-15T02:00:00+00:00,2026-08-16T02:00:00+00:00,tok_c92205aee34b,c20c7b6dac114fc7b8f7a678566db608,task_7d2b06b5eb15,08fba050a6c404e9f3d2bc5bba8e5acd1d610d73998367497cf7bfa157c26fe2,08fba050a6c404e9f3d2bc5bba8e5acd1d610d73998367497cf7bfa157c26fe2,2026-08-15T02:17:00+00:00,2026-08-15T02:23:12+00:00,merch_newegg,electronics,322.41,USD,dev_58b3528f0941,199.226.122.65,"Mumbai,IN",19.076,72.8777,agent-app,legitimate,n/a,sess_18b3b689d15f
sess_1580350bbd61,evt_29a2948bb9cf,agent_perplexity_comm,dev_perplexity,consent_4e1f28e0cb33,single-use,1120.6,grocery;subscription,2026-08-17T00:00:00+00:00,2026-08-20T00:00:00+00:00,tok_be2fb96dce58,7d47efe3e1a94b5690f27382531b177a,task_928c78a1e9ff,6f6a227e914cbf989753bcacaeba10f42a83401867739906bdea3e8f0196bd24,6f6a227e914cbf989753bcacaeba10f42a83401867739906bdea3e8f0196bd24,2026-08-17T00:21:00+00:00,2026-08-19T10:00:35.255916+00:00,merch_netflix,subscription,461.11,USD,dev_2a4d654ac6c7,95.247.129.254,"New Delhi,IN",28.6139,77.209,agent-to-agent,legitimate,n/a,sess_1580350bbd61
sess_62208fdb94c6,evt_5e4ea280b58a,agent_manus_auto,dev_manus_inc,consent_1035456b61d3,recurring,1378.07,dining,2026-08-20T08:00:00+00:00,2026-08-21T08:00:00+00:00,tok_91dc65e322f4,c402663436c543d799344d1568641d4c,task_b4a2ddacd8e5,fcbcc50525ec6707f81f892943283f72b29e8a21a81b0a3188a9654cc7db4fa7,fcbcc50525ec6707f81f892943283f72b29e8a21a81b0a3188a9654cc7db4fa7,2026-08-20T08:01:00+00:00,2026-08-20T08:02:20+00:00,merch_doordash,dining,750.81,USD,dev_ac9809a38322,27.21.217.136,"Paris,FR",48.8566,2.3522,agent-app,legitimate,n/a,sess_62208fdb94c6
sess_933bf8f51db3,evt_4104b5b85f9e,agent_perplexity_comm,dev_perplexity,consent_b2362138a823,recurring,852.05,subscription,2026-08-19T13:00:00+00:00,2026-08-19T19:00:00+00:00,tok_5d6d6cbd5e08,39b0a8dfba294f018f15901a6e3b74a7,task_c27bab53621e,f5fe02c8f39e6d4be0f11aba1803a31bd8cb1aad1f942ce62245f5bf534c9e02,f5fe02c8f39e6d4be0f11aba1803a31bd8cb1aad1f942ce62245f5bf534c9e02,2026-08-19T13:03:00+00:00,2026-08-19T13:04:58+00:00,merch_spotify,subscription,139.39,USD,dev_3544c596ad64,140.127.114.201,"Berlin,DE",52.52,13.405,agent-app,legitimate,n/a,sess_933bf8f51db3
sess_1415d73f821f,evt_9135e43859c2,agent_perplexity_comm,dev_perplexity,consent_b1b0c8cd18ba,single-use,532.61,apparel,2026-08-14T23:00:00+00:00,2026-08-21T23:00:00+00:00,tok_56108e41a68f,a3435f925da64728a7168edade3aea7b,task_ee3c24714eee,f3ae1c393c5010ea2b564207da1684f30a955492f5385be806b9c86a7f482ebd,f3ae1c393c5010ea2b564207da1684f30a955492f5385be806b9c86a7f482ebd,2026-08-14T23:19:00+00:00,2026-08-14T23:22:07+00:00,merch_zara,apparel,261.1,EUR,dev_cfb38b3ac2e9,98.98.85.199,"Tokyo,JP",35.6762,139.6503,agent-to-agent,legitimate,n/a,sess_1415d73f821f
sess_d97669574e59,evt_59c104de9fd7,agent_msft_copilot_pay,dev_microsoft,consent_573848c5edf3,recurring,358.39,electronics;travel,2026-08-10T09:00:00+00:00,2026-08-11T09:00:00+00:00,tok_977215089d9a,b8ccda580ced45ab9785a5cba54c5e48,task_cf477d915a38,187edae3ae9456616926a8335a6750d40e162149dd411a60a114fed77ae2991f,187edae3ae9456616926a8335a6750d40e162149dd411a60a114fed77ae2991f,2026-08-10T09:17:00+00:00,2026-08-10T09:26:15+00:00,merch_airbnb,travel,309.6,EUR,dev_2f2f59a18853,95.106.60.131,"Sydney,AU",-33.8688,151.2093,agent-app,legitimate,n/a,sess_d97669574e59
sess_70716b447829,evt_96060ac6898c,agent_openai_shopgpt,dev_openai,consent_56b92c3c19ed,recurring,642.02,electronics;grocery,2026-08-10T10:00:00+00:00,2026-08-10T16:00:00+00:00,tok_9928c7cee8cf,c016151277b44847bd7ba476e1170151,task_89fe6cf8d32a,07ba4bde3ba23c882d1388d5475919e226c28da66148a2cc51c33b4b3afdd267,07ba4bde3ba23c882d1388d5475919e226c28da66148a2cc51c33b4b3afdd267,2026-08-10T10:27:00+00:00,2026-08-10T10:35:04+00:00,merch_wholefoods,grocery,544.08,USD,dev_b0a42b35d0c4,178.155.7.85,"New Delhi,IN",28.6139,77.209,agent-web,legitimate,n/a,sess_70716b447829
sess_4f29a49d3d0d,evt_132bab8707f6,agent_braintree_flow,dev_braintree_partner,consent_03f40ef490c1,single-use,1151.8,home_goods,2026-08-07T23:00:00+00:00,2026-08-14T23:00:00+00:00,tok_3073d8339fd3,e157340661134c2792b979ed167bb3a9,task_dcc24085a7ad,f97336dfb40762b87c248a310f1871684fbd4cc3641bac1475ba3aab31894437,f97336dfb40762b87c248a310f1871684fbd4cc3641bac1475ba3aab31894437,2026-08-07T23:13:00+00:00,2026-08-14T13:18:04.654166+00:00,merch_wayfair,home_goods,988.53,USD,dev_d4babd146a2f,117.92.130.205,"Mumbai,IN",19.076,72.8777,agent-app,legitimate,n/a,sess_4f29a49d3d0d
sess_cb0bb1917a8b,evt_f5c50117dec9,agent_manus_auto,dev_manus_inc,consent_6578eaeaf323,single-use,921.14,home_goods,2026-08-17T06:00:00+00:00,2026-08-18T06:00:00+00:00,tok_098b9d93f61c,12404b21c7854ca88d74c171dbc78f30,task_1bfee0bd0ae6,d8884e499f362025822bf50802feff0aed28e0b21c4072d8da96d12544233c18,d8884e499f362025822bf50802feff0aed28e0b21c4072d8da96d12544233c18,2026-08-17T06:28:00+00:00,2026-08-17T06:37:43+00:00,merch_ikea,home_goods,137.89,USD,dev_39b006412756,42.92.43.58,"London,GB",51.5074,-0.1278,agent-app,legitimate,n/a,sess_cb0bb1917a8b
sess_bc70f222598e,evt_c82c57eceb8f,agent_msft_copilot_pay,dev_microsoft,consent_4d08d0d65e44,single-use,1069.63,entertainment,2026-08-20T08:00:00+00:00,2026-08-20T14:00:00+00:00,tok_ff595adf51e6,2cd0e1de759c4735929c7b2bb4f865c7,task_8170f142db56,f2d4fd70f347598cc52cf7abc4d65bc8dc55145fc13bcdbc912f3c1e828e3e47,f2d4fd70f347598cc52cf7abc4d65bc8dc55145fc13bcdbc912f3c1e828e3e47,2026-08-20T08:07:00+00:00,2026-08-20T08:12:36+00:00,merch_ticketmaster,entertainment,477.9,GBP,dev_19c1f334d560,72.12.0.179,"San Francisco,US",37.7749,-122.4194,agent-app,legitimate,n/a,sess_bc70f222598e
sess_126ec24ed30d,evt_8a06de06d149,agent_braintree_flow,dev_braintree_partner,consent_e74289915437,recurring,805.9,subscription,2026-08-02T09:00:00+00:00,2026-08-09T09:00:00+00:00,tok_5cb9e48f2024,6bbd8a6a924f4eefb8f061e96a72acb6,task_865a04b8aa0e,5d35876e3651016dd5b0c433ea19832637eb4e22f20e7623c0d5cf302c97f8ea,5d35876e3651016dd5b0c433ea19832637eb4e22f20e7623c0d5cf302c97f8ea,2026-08-02T09:12:00+00:00,2026-08-02T09:13:37+00:00,merch_spotify,subscription,531.65,INR,dev_229340a8c332,93.189.226.97,"Tokyo,JP",35.6762,139.6503,agent-web,legitimate,n/a,sess_126ec24ed30d
sess_d871f8ddf791,evt_f27aecc197d1,agent_amazon_rufus,dev_amazon,consent_0508f14db068,recurring,1043.78,entertainment,2026-08-17T07:00:00+00:00,2026-08-24T07:00:00+00:00,tok_b3f9b2849485,0cfaac49fae64fc38c4d89caec433eb7,task_ae2c93366c5b,d5434d3c532e52500d6183c710b1b222c8efff824c8f8e51a39636acd0fa593f,d5434d3c532e52500d6183c710b1b222c8efff824c8f8e51a39636acd0fa593f,2026-08-17T07:07:00+00:00,2026-08-17T07:09:18+00:00,merch_ticketmaster,entertainment,372.74,GBP,dev_4edd18277250,60.63.146.199,"Mumbai,IN",19.076,72.8777,agent-web,legitimate,n/a,sess_d871f8ddf791
sess_4e3658ac940c,evt_df40b2f02fbc,agent_amazon_rufus,dev_amazon,consent_141423c7c342,single-use,606.11,apparel,2026-08-08T10:00:00+00:00,2026-08-08T16:00:00+00:00,tok_7f86c65af4e7,33507d462960459598781d4021c437b1,task_f37666e1c190,6cdb379460d0af0159d940890bd0d35888c9819eb6cf31f5e0ff139e61d0858c,6cdb379460d0af0159d940890bd0d35888c9819eb6cf31f5e0ff139e61d0858c,2026-08-08T10:28:00+00:00,2026-08-08T11:06:28.976290+00:00,merch_uniqlo,apparel,273.09,INR,dev_77ee038c7e50,140.191.245.55,"New York,US",40.7128,-74.006,agent-to-agent,legitimate,n/a,sess_4e3658ac940c
sess_481bca59731f,evt_a98b7fac9752,agent_ibm_watsonx_pay,dev_ibm,consent_4886ec473264,single-use,349.74,grocery,2026-08-13T12:00:00+00:00,2026-08-20T12:00:00+00:00,tok_9be3577edae8,74bb84f4e45a4f8ca97f612047903687,task_c9de802e43ae,5fbfc2aaa10da2ceb32ffa872bc809400eb49b33bd21d5d4d0abb08e73f8a639,5fbfc2aaa10da2ceb32ffa872bc809400eb49b33bd21d5d4d0abb08e73f8a639,2026-08-13T12:03:00+00:00,2026-08-13T12:07:00+00:00,merch_wholefoods,grocery,124.05,USD,dev_77f017c67538,88.219.199.155,"San Francisco,US",37.7749,-122.4194,agent-to-agent,legitimate,n/a,sess_481bca59731f
sess_de281c016a22,evt_26c88ee1ac79,agent_openai_shopgpt,dev_openai,consent_b3567641bb58,single-use,758.64,apparel,2026-08-17T06:00:00+00:00,2026-08-24T06:00:00+00:00,tok_ad17d667128b,b707ed935a7145f6b77f76496a77c860,task_e638a5f8a3d7,ee6ded13fdf18c167d93f21d18d629c018431e988dbea7d7122b2fc80c10d792,ee6ded13fdf18c167d93f21d18d629c018431e988dbea7d7122b2fc80c10d792,2026-08-17T06:11:00+00:00,2026-08-17T06:12:12+00:00,merch_zara,apparel,347.94,GBP,dev_21a19562af3f,125.210.57.227,"Paris,FR",48.8566,2.3522,agent-web,legitimate,n/a,sess_de281c016a22
sess_87ac8846b691,evt_f0067f64d167,agent_ibm_watsonx_pay,dev_ibm,consent_73dce175a94a,recurring,1255.44,grocery;subscription,2026-08-15T12:00:00+00:00,2026-08-22T12:00:00+00:00,tok_891c98bdf440,1e5bd16825134620b369dcf1bab4a9dd,task_bbc5d1e68de3,1760dbe77e49d46bb22b8899d6c2ac9559427c9260c8f9749ef53f02ab518f50,1760dbe77e49d46bb22b8899d6c2ac9559427c9260c8f9749ef53f02ab518f50,2026-08-15T12:24:00+00:00,2026-08-19T15:59:42.734977+00:00,merch_instacart,grocery,1036.79,USD,dev_b4f051898e6f,140.11.186.139,"Mumbai,IN",19.076,72.8777,agent-app,legitimate,n/a,sess_87ac8846b691
sess_6dcbd0617ecb,evt_0ff81a4c4d8d,agent_ibm_watsonx_pay,dev_ibm,consent_dfbb18b4b389,single-use,559.85,entertainment,2026-08-12T12:00:00+00:00,2026-08-15T12:00:00+00:00,tok_5a7422035853,cdedcfd3604043e4aa5002d7ee1fc0a8,task_a11debbc2e07,4f0739785237aab06da141b6bcede538a01a341ae597539f721131dbe3254b5a,4f0739785237aab06da141b6bcede538a01a341ae597539f721131dbe3254b5a,2026-08-12T12:25:00+00:00,2026-08-12T12:30:08+00:00,merch_ticketmaster,entertainment,27.58,GBP,dev_b6d3c0952d42,173.194.186.51,"Tokyo,JP",35.6762,139.6503,agent-to-agent,legitimate,n/a,sess_6dcbd0617ecb
sess_2d11b2430c3c,evt_2414bc2232a3,agent_openai_shopgpt,dev_openai,consent_e0b60df6673f,single-use,87.91,apparel;subscription,2026-08-10T06:00:00+00:00,2026-08-11T06:00:00+00:00,tok_e96cfd6998a3,aa15bad9656c48ab9fe97ac200afadc7,task_ad03be72b376,7800d1d8322415cbc45018e1aaccbae9eac400905d4f19165144666600f15d35,35325efc1b7ccd3a5c4d715cfe20f0695882ee5c06ca0400da89b48575ec3a5f,2026-08-10T06:06:00+00:00,2026-08-10T16:38:28.248341+00:00,merch_steam,entertainment,16.28,GBP,dev_f8f14901184d,25.71.68.147,"New York,US",40.7128,-74.006,agent-to-agent,T2,n/a,sess_2d11b2430c3c
sess_4eb1c5e11caa,evt_e02715562b78,agent_perplexity_comm,dev_perplexity,consent_fa9a9056f766,single-use,687.56,dining,2026-08-02T12:00:00+00:00,2026-08-02T18:00:00+00:00,tok_add4f63f1ae4,e3d79ff70cf94f3e8aa4dc6bff40c8b8,task_c58f45ef56fd,7a2e12ea22d2c5ce3222de0c9111cd9bacd48d9c44e56ca28990c75418303fad,7a2e12ea22d2c5ce3222de0c9111cd9bacd48d9c44e56ca28990c75418303fad,2026-08-02T12:09:00+00:00,2026-08-02T12:17:50+00:00,merch_doordash,dining,455.75,EUR,dev_63cdc035a663,173.54.224.22,"Berlin,DE",52.52,13.405,agent-to-agent,legitimate,n/a,sess_4eb1c5e11caa
sess_a667f313cd0c,evt_8f872b5b20d3,agent_manus_auto,dev_manus_inc,consent_c52d4667705a,recurring,1235.84,home_goods;travel,2026-08-15T07:00:00+00:00,2026-08-22T07:00:00+00:00,tok_e8adc622c5bc,2e8523015017497aab1a8cb9a6204829,task_33493eee0e13,b4e9d1cdd922f4c65f8a073415fbc6d4db2490369279b9b802b80b6728253eff,b4e9d1cdd922f4c65f8a073415fbc6d4db2490369279b9b802b80b6728253eff,2026-08-15T07:08:00+00:00,2026-08-15T07:08:34+00:00,merch_expedia,travel,242.92,USD,dev_f124fb450f2c,222.207.26.161,"Mumbai,IN",19.076,72.8777,agent-to-agent,legitimate,n/a,sess_a667f313cd0c
sess_7d76b0a79e3b,evt_934a011ba341,agent_braintree_flow,dev_braintree_partner,consent_0072f74e38ff,single-use,103.6,apparel;electronics,2026-08-09T03:00:00+00:00,2026-08-16T03:00:00+00:00,tok_85bc8164ecda,aaaeda3ee6b64e919e85c1931ca6b4ce,task_e63c48b7a533,2ff95c4b0b36f5d8b8fb6ae1b8da504c48f371f3e87ac06f5150c85cf897dec0,2ff95c4b0b36f5d8b8fb6ae1b8da504c48f371f3e87ac06f5150c85cf897dec0,2026-08-09T03:04:00+00:00,2026-08-09T03:11:57+00:00,merch_bestbuy,electronics,46.71,GBP,dev_30cbe0c568a9,54.115.248.155,"London,GB",51.5074,-0.1278,agent-web,legitimate,n/a,sess_7d76b0a79e3b
sess_0da72156e23e,evt_d3f3f1aafda1,agent_amazon_rufus,dev_amazon,consent_5239b3924456,single-use,556.49,electronics,2026-08-05T09:00:00+00:00,2026-08-05T10:00:00+00:00,tok_d149801f7c9b,ec13ae6417584db6bac10868e133302f,task_32d23e39bd8b,1cfcbc5e688ae7f346b9f928d1b4b50786a28d7d25436a93a17934d4a1d6459d,1cfcbc5e688ae7f346b9f928d1b4b50786a28d7d25436a93a17934d4a1d6459d,2026-08-05T09:08:00+00:00,2026-08-05T09:08:36+00:00,merch_bestbuy,electronics,191.83,INR,dev_911301dc223a,23.204.211.171,"Tokyo,JP",35.6762,139.6503,agent-web,legitimate,n/a,sess_0da72156e23e
sess_f53a272430ff,evt_745523756f78,agent_amazon_rufus,dev_amazon,consent_7788a0c9aada,recurring,1364.23,subscription,2026-08-17T00:00:00+00:00,2026-08-20T00:00:00+00:00,tok_3fe4a11685b1,b6697743706544a8b2d630df2599d13f,task_ecb712c4d7e0,fa25c7084a466f3d8288468dcf19ef806add35508c5ba9cbddbc858f7dc6fb19,fa25c7084a466f3d8288468dcf19ef806add35508c5ba9cbddbc858f7dc6fb19,2026-08-17T00:27:00+00:00,2026-08-17T00:32:09+00:00,merch_spotify,subscription,274.57,USD,dev_f160ab6b1ea8,199.179.197.147,"Berlin,DE",52.52,13.405,agent-app,legitimate,n/a,sess_f53a272430ff
sess_3bde107ef07a,evt_4e75489a00cb,agent_amazon_rufus,dev_amazon,consent_9c550e704b16,recurring,401.67,electronics,2026-08-18T09:00:00+00:00,2026-08-25T09:00:00+00:00,tok_b26886826f10,6d5a420f74a9416f8091be5045940db4,task_cf70cc5ccf81,49724a70556f1cff2a6a2bcae01b0dc24a9b06c447e2bc2c9db0483d6549c1dd,49724a70556f1cff2a6a2bcae01b0dc24a9b06c447e2bc2c9db0483d6549c1dd,2026-08-18T09:24:00+00:00,2026-08-19T05:29:29.393773+00:00,merch_bestbuy,electronics,219.63,INR,dev_eb4728d50af9,131.168.97.220,"San Francisco,US",37.7749,-122.4194,agent-web,legitimate,n/a,sess_3bde107ef07a
sess_d9163e8d48c2,evt_efff5b2a1665,agent_ibm_watsonx_pay,dev_ibm,consent_01bed77bb22e,recurring,306.97,travel,2026-08-19T10:00:00+00:00,2026-08-26T10:00:00+00:00,tok_e202ea3a45ac,c07e775117a84ee79f7e5c4ca79e87c3,task_914f3481f9a1,ecde188bbd27c25a4ad035fbcde2e7043ba34f36df320f0bd69d063d5ea51daf,ecde188bbd27c25a4ad035fbcde2e7043ba34f36df320f0bd69d063d5ea51daf,2026-08-19T10:27:00+00:00,2026-08-19T10:29:24+00:00,merch_expedia,travel,143.36,INR,dev_283ec6e7bedf,4.188.3.164,"San Francisco,US",37.7749,-122.4194,agent-web,legitimate,n/a,sess_d9163e8d48c2
sess_9dfc6e463e6f,evt_3770a3b18ec6,agent_manus_auto,dev_manus_inc,consent_ebc5d359d339,recurring,1363.64,home_goods,2026-08-03T05:00:00+00:00,2026-08-04T05:00:00+00:00,tok_a8b5b656a259,8875403fe1174d87aeaa73c6fc01869d,task_74da783ac185,62648458989f7ae0bcd9ec3582682d7a4d6ed965463d749cf56da2491c9685bf,62648458989f7ae0bcd9ec3582682d7a4d6ed965463d749cf56da2491c9685bf,2026-08-03T05:15:00+00:00,2026-08-03T05:19:53+00:00,merch_ikea,home_goods,647.79,USD,dev_b1ff22f40e29,48.98.127.91,"Singapore,SG",1.3521,103.8198,agent-web,legitimate,n/a,sess_9dfc6e463e6f
sess_0c6c226ef39a,evt_b21884602248,agent_msft_copilot_pay,dev_microsoft,consent_c21a02b31c44,single-use,23.86,entertainment,2026-08-03T13:00:00+00:00,2026-08-03T14:00:00+00:00,tok_5bb4bca49794,d391b18992d84b96a38c530205a85880,task_0065a1b022f9,3528cc223113be6049455d093b10924e8c259dbb6f292f7bac7e297b39b63649,3528cc223113be6049455d093b10924e8c259dbb6f292f7bac7e297b39b63649,2026-08-03T13:04:00+00:00,2026-08-03T13:22:13.595272+00:00,merch_steam,entertainment,8.06,USD,dev_60c311ffc32c,145.41.207.34,"New York,US",40.7128,-74.006,agent-web,legitimate,n/a,sess_0c6c226ef39a
sess_44f265350089,evt_1c5ff6059a19,agent_openai_shopgpt,dev_openai,consent_9fcd6608b98f,recurring,697.84,entertainment,2026-08-21T03:00:00+00:00,2026-08-21T09:00:00+00:00,tok_7023694f1db8,3bb5c16b5d67473487e0aa3f2bfe0787,task_8479afd87441,ddbe51c0ea6912344ac9db5a5c511ab3f8c2da0d6d8176b907881d55e307d59a,ddbe51c0ea6912344ac9db5a5c511ab3f8c2da0d6d8176b907881d55e307d59a,2026-08-21T03:15:00+00:00,2026-08-21T03:23:41+00:00,merch_steam,entertainment,47.57,USD,dev_cbd8df94f89e,136.43.133.26,"New York,US",40.7128,-74.006,agent-app,legitimate,n/a,sess_44f265350089
sess_89e428d1df37,evt_0ef176946209,agent_braintree_flow,dev_braintree_partner,consent_53818b6c2f91,recurring,56.1,electronics,2026-08-16T00:00:00+00:00,2026-08-19T00:00:00+00:00,tok_48bb128ca2cb,0e000953eaaf4b2cac61e034be204d40,task_73c717dc6f1f,d2b3800589e7f79562c1a9469468ffd59cb53dd77e2bbcc169e1f832df63e529,d2b3800589e7f79562c1a9469468ffd59cb53dd77e2bbcc169e1f832df63e529,2026-08-16T00:09:00+00:00,2026-08-16T00:14:31+00:00,merch_newegg,electronics,23.41,INR,dev_996fea170c26,52.79.141.24,"Mumbai,IN",19.076,72.8777,agent-app,legitimate,n/a,sess_89e428d1df37
sess_bc65217b0d1d,evt_f76c8221f022,agent_amazon_rufus,dev_amazon,consent_412624918fe2,recurring,1475.66,grocery,2026-08-14T02:00:00+00:00,2026-08-21T02:00:00+00:00,tok_3be211074cd4,c1d4cf3836b242ddb1611abe5a2c519b,task_1c616daaa056,49df83a516a2fa05836de9ffbb82c87e3a7452be9eb188e9a6fd5127a694bd98,49df83a516a2fa05836de9ffbb82c87e3a7452be9eb188e9a6fd5127a694bd98,2026-08-14T02:30:00+00:00,2026-08-17T15:48:26.058370+00:00,merch_instacart,grocery,1111.96,USD,dev_a41f31ba80d0,41.29.126.98,"New York,US",40.7128,-74.006,agent-web,legitimate,n/a,sess_bc65217b0d1d
sess_0e8130ce33ed,evt_f05ee5fec0b7,agent_msft_copilot_pay,dev_microsoft,consent_49b18a7289bf,recurring,1239.48,travel,2026-08-09T07:00:00+00:00,2026-08-09T13:00:00+00:00,tok_4bc9d2f8468e,ad6bfe9e3b544dc1a3fc2ef9e839a5c4,task_ee9d45328819,61bffd05f768d115645b33152789f149e6fba71cb65134ed81c7060b721da4c2,61bffd05f768d115645b33152789f149e6fba71cb65134ed81c7060b721da4c2,2026-08-09T07:21:00+00:00,2026-08-09T11:37:07.148269+00:00,merch_airbnb,travel,141.21,USD,dev_71e37b51076b,41.244.89.62,"Sydney,AU",-33.8688,151.2093,agent-to-agent,legitimate_retry,n/a,sess_0e8130ce33ed
sess_6e8f1f1c3c30,evt_7aa0c0beb955,agent_amazon_rufus,dev_amazon,consent_8df638cd7474,recurring,108.52,apparel;travel,2026-08-08T23:00:00+00:00,2026-08-15T23:00:00+00:00,tok_a61ba4ac3529,6935370c792a45a8ad079c7f1e0b23d6,task_d5ddcccaa3b4,6cde2033e267ab7bb56a9bc28e95f0ec82e39de0d0833d39e9c4dd9fb47be1da,6cde2033e267ab7bb56a9bc28e95f0ec82e39de0d0833d39e9c4dd9fb47be1da,2026-08-08T23:22:00+00:00,2026-08-08T23:24:14+00:00,merch_zara,apparel,44.53,USD,dev_690c3f14ba63,56.223.170.6,"Berlin,DE",52.52,13.405,agent-web,legitimate,n/a,sess_6e8f1f1c3c30
sess_7088662bb40e,evt_2630e7ead9e4,agent_ibm_watsonx_pay,dev_ibm,consent_62af9e924e3a,recurring,1004.43,travel,2026-08-01T05:00:00+00:00,2026-08-01T06:00:00+00:00,tok_ee6449d9c23d,2aa61832708f46a28336ff72c4883adb,task_762160b637cd,6edad6622bb93b4b26952da499246e2ca8ae67e589c0fa0989b8bd344040e355,6edad6622bb93b4b26952da499246e2ca8ae67e589c0fa0989b8bd344040e355,2026-08-01T05:10:00+00:00,2026-08-01T05:12:54+00:00,merch_airbnb,travel,819.26,GBP,dev_0189daafe307,86.115.124.212,"Tokyo,JP",35.6762,139.6503,agent-web,legitimate,n/a,sess_7088662bb40e
sess_c059263d4df3,evt_063f482f1291,agent_perplexity_comm,dev_perplexity,consent_519f6afde20d,recurring,1296.85,entertainment,2026-08-19T23:00:00+00:00,2026-08-26T23:00:00+00:00,tok_be6696699230,931281f37f71492f9235107d3e6a4928,task_2e947adf3de1,950f2aa1e54a76458ca8909377a150d8d7c55a0064db58047d170e03e7bcb5e3,950f2aa1e54a76458ca8909377a150d8d7c55a0064db58047d170e03e7bcb5e3,2026-08-19T23:30:00+00:00,2026-08-19T23:47:29+00:00,merch_steam,entertainment,354.19,USD,dev_df9d7f54f759,125.10.230.154,"Paris,FR",48.8566,2.3522,agent-web,T1,full_hard,sess_c059263d4df3
sess_8f055ccf3833,evt_036729b5c3be,agent_msft_copilot_pay,dev_microsoft,consent_3f38697242fb,single-use,937.48,dining,2026-08-09T22:00:00+00:00,2026-08-09T23:00:00+00:00,tok_f138c578539c,f47743aae5cc48f8bc458e308e4d63c0,task_1f39e5082ff0,fbd33e16061e1b81dc2fc3b3f489dc9bbf60ff6f3c303f9acb57f029ccd4326a,fbd33e16061e1b81dc2fc3b3f489dc9bbf60ff6f3c303f9acb57f029ccd4326a,2026-08-09T22:12:00+00:00,2026-08-09T22:48:23.096050+00:00,merch_doordash,dining,173.17,USD,dev_e85bf709a14b,17.10.243.246,"Sydney,AU",-33.8688,151.2093,agent-to-agent,legitimate,n/a,sess_8f055ccf3833
sess_31da1dc75d15,evt_31e94a27940f,agent_perplexity_comm,dev_perplexity,consent_a94bb5aa4fc2,single-use,1180.13,subscription,2026-08-18T07:00:00+00:00,2026-08-25T07:00:00+00:00,tok_e8b8a3450493,ccbbf085a9a2499b856f133836f5df45,task_9dab7ad8e28b,2d409d5c4b86ae00f88873b0eb94be0c10985c857a0867fef3d8f59e78e78a2d,2d409d5c4b86ae00f88873b0eb94be0c10985c857a0867fef3d8f59e78e78a2d,2026-08-18T07:06:00+00:00,2026-08-18T07:09:19+00:00,merch_netflix,subscription,977.36,USD,dev_2b121ba9f3eb,123.210.116.55,"New York,US",40.7128,-74.006,agent-app,legitimate,n/a,sess_31da1dc75d15
